branch,client_id,region,first_purchase,orders_count,payment_sum
CE,59,Смоленская область,2013-26-07,1,14851.56
SB,67,Республика Алтай,2015-20-10,11,183766.32
SO,65,Ростовская область,2013-20-04,7,29586.25
FE,64,Еврейская автономная область,2015-20-12,11,39453.08
NW,54,Калининградская область,2012-08-05,23,114872.03
VG,73,Республика Марий Эл,2014-21-11,14,149960.73
NK,64,Карачаево-Черкесская Республика,2012-18-07,10,83491.72
SB,68,Омская область,2015-11-04,10,285979.58
VG,74,Удмуртская Республика,2012-11-08,18,98486.53
UR,64,Тюменская область,2016-30-03,6,35382.34
VG,75,Республика Мордовия,2014-08-12,4,30878.54
UR,65,Свердловская область,2013-21-06,2,61403.16
NK,65,Республика Ингушетия,2011-19-02,19,820162.37
CE,60,Москва,2016-14-06,13,32131.93
VG,76,Республика Башкортостан,2012-15-09,12,250026.63
NK,66,Чеченская Республика,2013-12-01,7,67795.32
NK,67,Карачаево-Черкесская Республика,2012-28-11,1,3748.29
FE,65,Магаданская область,2010-23-11,0,0.00
VG,77,Саратовская область,2011-17-09,22,49441.78
CE,61,Рязанская область,2014-10-06,2,61432.55
CE,62,Смоленская область,2014-12-12,13,193040.65
CE,63,Ивановская область,2010-16-01,16,176497.33
NW,55,Калининградская область,2010-19-11,14,266137.19
NK,68,Карачаево-Черкесская Республика,2011-28-10,13,186854.70
SO,66,Астраханская область,2013-19-04,2,79741.87
SO,67,Краснодарский край,2016-27-05,2,306.98
FE,66,Приморский край,2010-23-05,10,173938.12
NW,56,Республика Карелия,2015-10-02,5,93749.92
UR,66,Тюменская область,2013-26-02,13,303503.75
NW,57,Республика Карелия,2015-19-02,7,303.77
NK,69,Чеченская Республика,2016-06-05,23,462496.92
FE,67,Камчатский край,2011-01-12,8,175483.44
SO,68,Республика Крым,2012-24-01,17,170227.47
NW,58,Республика Карелия,2011-04-03,5,33157.74
FE,68,Амурская область,2012-15-06,25,627243.72
CE,64,Белгородская область,2011-07-03,23,509985.55
CE,65,Орловская область,2014-15-01,21,357001.30
NW,59,Мурманская область,2014-08-04,12,216545.66
SB,69,Республика Алтай,2013-29-08,1,15162.45
VG,78,Республика Башкортостан,2010-21-08,6,13115.76
UR,67,Ямало-Ненецкий автономный округ,2015-24-09,13,145026.49
SO,69,Волгоградская область,2016-21-07,15,500691.44
NW,60,Республика Коми,2014-23-09,3,48358.47
SB,70,Кемеровская область,2013-23-06,6,86224.72
CE,66,Тверская область,2013-10-01,28,72333.64
NK,70,Ставропольский край,2014-02-05,14,121429.46
NK,71,Республика Дагестан,2012-21-03,11,332500.09
NK,72,Кабардино-Балкарская Республика,2010-02-06,28,937486.04
VG,79,Кировская область,2011-19-06,9,45091.29
VG,80,Республика Марий Эл,2014-29-01,11,318372.75
VG,81,Пермский край,2013-06-12,5,20116.91
SO,70,Республика Калмыкия,2011-11-12,20,462636.39
NK,73,Республика Дагестан,2016-23-01,25,612062.33
SB,71,Иркутская область,2011-16-05,11,256048.80
NK,74,Республика Северная Осетия,2015-23-05,9,144415.46
NK,75,Республика Северная Осетия,2012-30-06,22,531520.34
NW,61,Республика Карелия,2012-06-08,3,46396.13
SO,71,Республика Адыгея,2012-01-09,8,142232.27
NK,76,Республика Северная Осетия,2011-26-09,5,37246.24
CE,67,Костромская область,2012-07-01,12,372680.73
NW,62,Архангельская область,2013-11-04,7,106991.94
CE,68,Брянская область,2016-29-06,20,408677.30
SO,72,Республика Крым,2013-26-12,13,58456.91
NK,77,Чеченская Республика,2012-27-03,2,37807.05
VG,82,Оренбургская область,2016-26-06,7,119184.14
NK,78,Кабардино-Балкарская Республика,2010-28-02,0,0.00
SB,72,Алтайский край,2010-06-01,11,109521.64
SO,73,Республика Калмыкия,2014-02-02,3,90650.33
NK,79,Республика Северная Осетия,2016-04-04,10,42044.63
CE,69,Москва,2016-16-05,30,729414.93
SO,74,Республика Крым,2012-11-11,0,0.00
NK,80,Республика Северная Осетия,2013-30-12,4,67591.16
SO,75,Ростовская область,2016-01-02,26,171242.78
SO,76,Республика Адыгея,2011-01-06,3,63143.71
UR,68,Свердловская область,2012-16-12,10,227241.87
SO,77,Севастополь,2013-21-04,9,127439.73
VG,83,Пермский край,2016-07-07,9,185690.49
FE,69,Приморский край,2013-23-09,7,289227.35
UR,69,Свердловская область,2011-12-10,8,14298.92
VG,84,Чувашская Республика,2015-03-06,10,166176.50
SB,73,Красноярский край,2015-17-07,11,135097.41
NK,81,Кабардино-Балкарская Республика,2013-16-07,36,1151477.56
CE,70,Костромская область,2013-28-07,8,153187.95
NW,63,Новгородская область,2010-26-07,5,194635.42
NK,82,Ставропольский край,2011-17-04,9,234159.72
VG,85,Республика Марий Эл,2015-21-11,10,97852.57
NK,83,Республика Северная Осетия,2014-26-03,7,167534.30
VG,86,Кировская область,2011-29-04,2,34220.82
UR,70,Тюменская область,2014-29-09,22,1009565.26
SB,74,Красноярский край,2016-30-03,16,135982.28
SB,75,Республика Бурятия,2012-27-12,13,204521.27
UR,71,Ямало-Ненецкий автономный округ,2014-31-07,14,198151.45
NW,64,Ненецкий автономный округ,2011-23-05,12,114156.88
CE,71,Москва,2014-08-10,11,250806.89
CE,72,Москва,2011-23-01,4,40037.53
NK,84,Республика Северная Осетия,2012-03-04,23,594676.57
SO,78,Республика Крым,2012-19-03,18,62011.59
VG,87,Чувашская Республика,2013-14-12,6,82226.65
UR,72,Ямало-Ненецкий автономный округ,2016-15-07,9,167934.92
VG,88,Самарская область,2011-24-06,5,89375.28
NW,65,Псковская область,2015-07-03,5,57277.11
NW,66,Мурманская область,2014-20-12,7,40668.14
CE,73,Московская область,2015-16-07,21,578222.18
SO,79,Астраханская область,2014-08-11,8,12160.76
SB,76,Красноярский край,2013-17-01,24,172957.52
VG,89,Республика Марий Эл,2015-17-04,8,190020.48
NW,67,Архангельская область,2014-27-10,5,104043.38
VG,90,Республика Башкортостан,2016-24-02,2,87207.86
SO,80,Севастополь,2015-10-06,4,73655.42
NW,68,Ненецкий автономный округ,2015-17-03,10,486767.71
SB,77,Иркутская область,2010-30-04,3,68176.56
NK,85,Карачаево-Черкесская Республика,2013-30-03,5,12480.64
FE,70,Магаданская область,2011-12-08,23,693702.77
FE,71,Амурская область,2015-26-02,12,242322.71
NW,69,Ленинградская область,2014-10-02,24,586607.92
SB,78,Республика Хакасия,2011-16-04,5,94582.05
UR,73,Ямало-Ненецкий автономный округ,2015-11-01,5,57701.79
CE,74,Владимирская область,2013-20-10,7,106963.66
NK,86,Чеченская Республика,2014-23-01,11,82962.43
SO,81,Севастополь,2012-26-03,7,172650.24
NW,70,Вологодская область,2012-25-02,9,68929.31
NK,87,Чеченская Республика,2015-12-07,13,354997.42
CE,75,Владимирская область,2015-30-08,15,222372.17
SO,82,Ростовская область,2013-21-04,17,116420.88
UR,74,Свердловская область,2012-04-03,22,255272.24
CE,76,Ивановская область,2014-04-04,23,503850.45
NW,71,Вологодская область,2010-20-11,5,29926.52
UR,75,Ханты-Мансийский автономный округ,2012-25-08,2,35390.46
UR,76,Челябинская область,2014-20-08,5,58470.68
NW,72,Псковская область,2015-06-06,2,3495.90
FE,72,Хабаровский край,2012-11-11,24,405505.75
VG,91,Республика Мордовия,2014-30-09,13,72037.01
FE,73,Камчатский край,2012-26-04,4,150449.64
FE,74,Еврейская автономная область,2011-08-01,14,85658.17
VG,92,Пензенская область,2014-19-09,20,523892.75
VG,93,Нижегородская область,2014-15-12,0,0.00
NK,88,Карачаево-Черкесская Республика,2016-22-04,12,111549.50
FE,75,Сахалинская область,2010-19-04,7,12971.25
NK,89,Республика Дагестан,2016-20-02,13,430981.69
SB,79,Новосибирская область,2010-31-10,6,71069.12
VG,94,Республика Марий Эл,2011-14-01,22,388698.33
UR,77,Свердловская область,2015-17-10,6,133693.09
VG,95,Ульяновская область,2011-13-04,5,170229.59
NK,90,Ставропольский край,2011-16-12,22,192759.67
CE,77,Костромская область,2012-20-01,14,147945.62
CE,78,Орловская область,2013-26-02,14,286357.81
VG,96,Ульяновская область,2010-05-03,11,224757.75
VG,97,Республика Марий Эл,2014-21-06,27,916323.70
NW,73,Ненецкий автономный округ,2013-17-06,1,4353.81
NK,91,Чеченская Республика,2011-15-01,28,762856.76
CE,79,Липецкая область,2014-06-06,15,184862.83
FE,76,Камчатский край,2012-19-07,13,393547.47
FE,77,Чукотский автономный округ,2016-13-06,22,343357.42
CE,80,Тульская область,2016-15-05,2,43717.91
